microsite id,site,latitude,longitude,location,region,country,logger type,zone,tidal height (m),substrate,wave exposure,start date,end date,,,,,
BMRMZAECMB40,ZAECMB,-32.711101,28.339619,Morgans Bay,Eastern Cape,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,moderately exposed,12/26/2014,2/7/2015,,,,,
BMRMZAECMB50,ZAECMB,-32.711101,28.339619,Morgans Bay,Eastern Cape,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,moderately exposed,6/12/2014,8/1/2014,,,,,
BMRMZAECMB60,ZAECMB,-32.711101,28.339619,Morgans Bay,Eastern Cape,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,moderately exposed,6/12/2014,8/1/2014,,,,,
BMRMZAECMB70,ZAECMB,-32.711101,28.339619,Morgans Bay,Eastern Cape,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,moderately exposed,8/1/2014,10/7/2014,,,,,
BMRMZAECMB80,ZAECMB,-32.711101,28.339619,Morgans Bay,Eastern Cape,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,moderately exposed,8/1/2014,10/7/2014,,,,,
BMRMZAECMB90,ZAECMB,-32.711101,28.339619,Morgans Bay,Eastern Cape,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,moderately exposed,10/28/2014,12/10/2014,,,,,
BMRMZAECSK100,ZAECSK,-34.04083,25.53333,Skoenmakerskop,Eastern Cape,South Africa,8cm epoxy robomussel,Low,N/A,Rocky,moderately exposed,5/22/2007,8/12/2007,,,,,
BMRMZAECSK101,ZAECSK,-34.04083,25.53333,Skoenmakerskop,Eastern Cape,South Africa,8cm epoxy robomussel,Low,N/A,Rocky,moderately exposed,5/22/2007,8/12/2007,,,,,
BMRMZAKNBA10,ZAKNBA,-29.483833,31.259218,Ballito,KwaZulu-Natal,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,6/18/2014,7/30/2014,,,,,
BMRMZAKNBA100,ZAKNBA,-29.483833,31.259218,Ballito,KwaZulu-Natal,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,8/24/2014,10/6/2014,,,,,
BMRMZAKNBA110,ZAKNBA,-29.483833,31.259218,Ballito,KwaZulu-Natal,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,11/8/2014,12/21/2014,,,,,
BMRMZAKNBA120,ZAKNBA,-29.483833,31.259218,Ballito,KwaZulu-Natal,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,12/21/2014,2/5/2015,,,,,
BMRMZAKNBA20,ZAKNBA,-29.483833,31.259218,Ballito,KwaZulu-Natal,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,7/17/2014,8/28/2014,,,,,
BMRMZAKNBA30,ZAKNBA,-29.483833,31.259218,Ballito,KwaZulu-Natal,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,8/28/2014,10/6/2014,,,,,
BMRMZAKNBA40,ZAKNBA,-29.483833,31.259218,Ballito,KwaZulu-Natal,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,8/28/2014,9/10/2014,,,,,
BMRMZAKNBA50,ZAKNBA,-29.483833,31.259218,Ballito,KwaZulu-Natal,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,10/6/2014,2/5/2015,,,,,
BMRMZAKNBA60,ZAKNBA,-29.483833,31.259218,Ballito,KwaZulu-Natal,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,12/21/2014,2/5/2015,,,,,
BMRMZAKNBA70,ZAKNBA,-29.483833,31.259218,Ballito,KwaZulu-Natal,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,6/10/2014,7/30/2014,,,,,
BMRMZAKNBA80,ZAKNBA,-29.483833,31.259218,Ballito,KwaZulu-Natal,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,6/10/2014,7/30/2014,,,,,
BMRMZAKNBA90,ZAKNBA,-29.483833,31.259218,Ballito,KwaZulu-Natal,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,6/10/2014,10/6/2014,,,,,
BMRMZAKNPE10,ZAKNPE,-31.048014,30.230186,Port Edward,KwaZulu-Natal,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,6/18/2014,7/31/2014,,,,,
BMRMZAKNPE100,ZAKNPE,-31.048014,30.230186,Port Edward,KwaZulu-Natal,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,12/23/2014,2/6/2015,,,,,
BMRMZAKNPE20,ZAKNPE,-31.048014,30.230186,Port Edward,KwaZulu-Natal,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,6/18/2014,7/31/2014,,,,,
BMRMZAKNPE30,ZAKNPE,-31.048014,30.230186,Port Edward,KwaZulu-Natal,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,8/30/2014,10/6/2014,,,,,
BMRMZAKNPE40,ZAKNPE,-31.048014,30.230186,Port Edward,KwaZulu-Natal,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,11/10/2014,12/23/2014,,,,,
BMRMZAKNPE50,ZAKNPE,-31.048014,30.230186,Port Edward,KwaZulu-Natal,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,11/10/2014,12/23/2014,,,,,
BMRMZAKNPE60,ZAKNPE,-31.048014,30.230186,Port Edward,KwaZulu-Natal,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,6/18/2014,10/6/2014,,,,,
BMRMZAKNPE80,ZAKNPE,-31.048014,30.230186,Port Edward,KwaZulu-Natal,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,11/10/2014,12/23/2014,,,,,
BMRMZAKNPE90,ZAKNPE,-31.048014,30.230186,Port Edward,KwaZulu-Natal,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,12/23/2014,2/6/2015,,,,,
BMRMZANCHO100,ZANCHO,-30.306139,17.270707,Hondeklipbaai,Northern Cape,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,6/18/2014,1/16/2015,,,,,
BMRMZANCHO1000,ZANCHO,-30.306139,17.270707,Hondeklipbaai,Northern Cape,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,12/7/2014,1/16/2015,,,,,
BMRMZANCHO1100,ZANCHO,-30.306139,17.270707,Hondeklipbaai,Northern Cape,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,12/7/2014,1/16/2015,,,,,
BMRMZANCHO200,ZANCHO,-30.306139,17.270707,Hondeklipbaai,Northern Cape,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,6/18/2014,1/16/2015,,,,,
BMRMZANCHO300,ZANCHO,-30.306139,17.270707,Hondeklipbaai,Northern Cape,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,8/30/2014,10/12/2014,,,,,
BMRMZANCHO400,ZANCHO,-30.306139,17.270707,Hondeklipbaai,Northern Cape,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,12/7/2014,1/16/2015,,,,,
BMRMZANCHO500,ZANCHO,-30.306139,17.270707,Hondeklipbaai,Northern Cape,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,6/18/2014,9/26/2014,,,,,
BMRMZANCHO600,ZANCHO,-30.306139,17.270707,Hondeklipbaai,Northern Cape,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,6/18/2014,8/14/2014,,,,,
BMRMZANCHO700,ZANCHO,-30.306139,17.270707,Hondeklipbaai,Northern Cape,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,10/12/2014,11/9/2014,,,,,
BMRMZANCHO800,ZANCHO,-30.306139,17.270707,Hondeklipbaai,Northern Cape,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,10/25/2014,12/7/2014,,,,,
BMRMZANCHO900,ZANCHO,-30.306139,17.270707,Hondeklipbaai,Northern Cape,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,12/7/2014,1/16/2015,,,,,
BMRMZAWCBT10,ZAWCBT,-34.075213,23.023874,Brenton,Western Cape,South Africa,8cm epoxy robomussel,Mid,0.6,Rocky,exposed,7/4/2014,7/13/2014,,,,,
BMRMZAWCBT100,ZAWCBT,-34.075213,23.023874,Brenton,Western Cape,South Africa,8cm epoxy robomussel,Mid,0.6,Rocky,exposed,8/26/2014,10/8/2014,,,,,
BMRMZAWCBT1001,ZAWCBT,-34.075213,23.023874,Brenton,Western Cape,South Africa,8cm epoxy robomussel,High,1,Rocky,exposed,10/8/2015,1/26/2016,,,,,
BMRMZAWCBT1002,ZAWCBT,-34.075213,23.023874,Brenton,Western Cape,South Africa,8cm epoxy robomussel,High,1,Rocky,exposed,10/8/2015,1/26/2016,,,,,
BMRMZAWCBT1003,ZAWCBT,-34.075213,23.023874,Brenton,Western Cape,South Africa,8cm epoxy robomussel,High,1,Rocky,exposed,10/8/2015,1/26/2016,,,,,
BMRMZAWCBT1004,ZAWCBT,-34.075213,23.023874,Brenton,Western Cape,South Africa,8cm epoxy robomussel,High,1,Rocky,exposed,12/5/2015,1/16/2016,,,,,
BMRMZAWCBT1005,ZAWCBT,-34.075213,23.023874,Brenton,Western Cape,South Africa,8cm epoxy robomussel,High,1,Rocky,exposed,1/23/2016,3/30/2016,,,,,
BMRMZAWCBT1006,ZAWCBT,-34.075213,23.023874,Brenton,Western Cape,South Africa,8cm epoxy robomussel,High,1,Rocky,exposed,1/23/2016,3/30/2016,,,,,
BMRMZAWCBT1007,ZAWCBT,-34.075213,23.023874,Brenton,Western Cape,South Africa,8cm epoxy robomussel,High,1,Rocky,exposed,3/16/2016,6/8/2016,,,,,
BMRMZAWCBT1008,ZAWCBT,-34.075213,23.023874,Brenton,Western Cape,South Africa,8cm epoxy robomussel,High,1,Rocky,exposed,3/16/2016,6/8/2016,,,,,
BMRMZAWCBT1009,ZAWCBT,-34.075213,23.023874,Brenton,Western Cape,South Africa,8cm epoxy robomussel,Mid,0.6,Rocky,exposed,10/8/2015,1/26/2016,,,,,
BMRMZAWCBT1010,ZAWCBT,-34.075213,23.023874,Brenton,Western Cape,South Africa,8cm epoxy robomussel,Mid,0.6,Rocky,exposed,10/8/2015,1/26/2016,,,,,
BMRMZAWCBT1011,ZAWCBT,-34.075213,23.023874,Brenton,Western Cape,South Africa,8cm epoxy robomussel,Mid,0.6,Rocky,exposed,12/5/2015,1/16/2016,,,,,
BMRMZAWCBT1012,ZAWCBT,-34.075213,23.023874,Brenton,Western Cape,South Africa,8cm epoxy robomussel,Mid,0.6,Rocky,exposed,1/23/2016,3/30/2016,,,,,
BMRMZAWCBT1013,ZAWCBT,-34.075213,23.023874,Brenton,Western Cape,South Africa,8cm epoxy robomussel,Mid,0.6,Rocky,exposed,1/23/2016,3/30/2016,,,,,
BMRMZAWCBT1014,ZAWCBT,-34.075213,23.023874,Brenton,Western Cape,South Africa,8cm epoxy robomussel,Mid,0.6,Rocky,exposed,3/16/2016,6/8/2016,,,,,
BMRMZAWCBT1015,ZAWCBT,-34.075213,23.023874,Brenton,Western Cape,South Africa,8cm epoxy robomussel,Mid,0.6,Rocky,exposed,3/16/2016,6/8/2016,,,,,
BMRMZAWCBT110,ZAWCBT,-34.075213,23.023874,Brenton,Western Cape,South Africa,8cm epoxy robomussel,Mid,0.6,Rocky,exposed,9/23/2014,11/5/2014,,,,,
BMRMZAWCBT120,ZAWCBT,-34.075213,23.023874,Brenton,Western Cape,South Africa,8cm epoxy robomussel,Mid,0.6,Rocky,exposed,12/14/2014,1/26/2015,,,,,
BMRMZAWCBT130,ZAWCBT,-34.075213,23.023874,Brenton,Western Cape,South Africa,8cm epoxy robomussel,Mid,0.6,Rocky,exposed,12/14/2014,1/26/2015,,,,,
BMRMZAWCBT140,ZAWCBT,-34.075213,23.023874,Brenton,Western Cape,South Africa,8cm epoxy robomussel,Mid,0.6,Rocky,exposed,6/14/2014,7/13/2014,,,,,
BMRMZAWCBT150,ZAWCBT,-34.075213,23.023874,Brenton,Western Cape,South Africa,8cm epoxy robomussel,Mid,0.6,Rocky,exposed,6/14/2014,10/8/2014,,,,,
BMRMZAWCBT160,ZAWCBT,-34.075213,23.023874,Brenton,Western Cape,South Africa,8cm epoxy robomussel,Mid,0.6,Rocky,exposed,6/14/2014,11/5/2014,,,,,
BMRMZAWCBT170,ZAWCBT,-34.075213,23.023874,Brenton,Western Cape,South Africa,8cm epoxy robomussel,Mid,0.6,Rocky,exposed,6/14/2014,7/13/2014,,,,,
BMRMZAWCBT190,ZAWCBT,-34.075213,23.023874,Brenton,Western Cape,South Africa,8cm epoxy robomussel,Mid,0.6,Rocky,exposed,6/14/2014,7/13/2014,,,,,
BMRMZAWCBT20,ZAWCBT,-34.075213,23.023874,Brenton,Western Cape,South Africa,8cm epoxy robomussel,Mid,0.6,Rocky,exposed,6/14/2014,1/27/2015,,,,,
BMRMZAWCBT200,ZAWCBT,-34.075213,23.023874,Brenton,Western Cape,South Africa,8cm epoxy robomussel,Mid,0.6,Rocky,exposed,6/14/2014,10/8/2014,,,,,
BMRMZAWCBT210,ZAWCBT,-34.075213,23.023874,Brenton,Western Cape,South Africa,8cm epoxy robomussel,Mid,0.6,Rocky,exposed,6/14/2014,11/5/2014,,,,,
BMRMZAWCBT30,ZAWCBT,-34.075213,23.023874,Brenton,Western Cape,South Africa,8cm epoxy robomussel,Mid,0.6,Rocky,exposed,6/14/2014,11/5/2014,,,,,
BMRMZAWCBT40,ZAWCBT,-34.075213,23.023874,Brenton,Western Cape,South Africa,8cm epoxy robomussel,Mid,0.6,Rocky,exposed,6/14/2014,11/5/2014,,,,,
BMRMZAWCBT50,ZAWCBT,-34.075213,23.023874,Brenton,Western Cape,South Africa,8cm epoxy robomussel,Mid,0.6,Rocky,exposed,6/14/2014,7/13/2014,,,,,
BMRMZAWCBT60,ZAWCBT,-34.075213,23.023874,Brenton,Western Cape,South Africa,8cm epoxy robomussel,Mid,0.6,Rocky,exposed,6/14/2014,7/13/2014,,,,,
BMRMZAWCBT70,ZAWCBT,-34.075213,23.023874,Brenton,Western Cape,South Africa,8cm epoxy robomussel,Mid,0.6,Rocky,exposed,6/14/2014,8/10/2014,,,,,
BMRMZAWCBT80,ZAWCBT,-34.075213,23.023874,Brenton,Western Cape,South Africa,8cm epoxy robomussel,Mid,0.6,Rocky,exposed,6/14/2014,8/10/2014,,,,,
BMRMZAWCBT90,ZAWCBT,-34.075213,23.023874,Brenton,Western Cape,South Africa,8cm epoxy robomussel,Mid,0.6,Rocky,exposed,7/13/2014,8/10/2014,,,,,
BMRMZAWCDO100,ZAWCDO,-31.800370,18.229809,Doringbaai,Western Cape,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,6/17/2014,11/8/2014,,,,,
BMRMZAWCDO200,ZAWCDO,-31.800370,18.229809,Doringbaai,Western Cape,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,7/1/2014,8/13/2014,,,,,
BMRMZAWCDO300,ZAWCDO,-31.800370,18.229809,Doringbaai,Western Cape,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,8/29/2014,10/11/2014,,,,,
BMRMZAWCDO400,ZAWCDO,-31.800370,18.229809,Doringbaai,Western Cape,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,10/11/2014,11/8/2014,,,,,
BMRMZAWCDO500,ZAWCDO,-31.800370,18.229809,Doringbaai,Western Cape,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,6/17/2014,8/13/2014,,,,,
BMRMZAWCDO600,ZAWCDO,-31.800370,18.229809,Doringbaai,Western Cape,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,6/17/2014,11/8/2014,,,,,
BMRMZAWCDO700,ZAWCDO,-31.800370,18.229809,Doringbaai,Western Cape,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,7/18/2014,11/8/2014,,,,,
BMRMZAWCDO800,ZAWCDO,-31.800370,18.229809,Doringbaai,Western Cape,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,8/29/2014,10/11/2014,,,,,
BMRMZAWCDO900,ZAWCDO,-31.800370,18.229809,Doringbaai,Western Cape,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,12/6/2014,1/17/2015,,,,,
BMRMZAWCKB1001,ZAWCKB,-34.004968,23.455270,Keurboom,Western Cape,South Africa,8cm epoxy robomussel,High,1,Rocky,exposed,10/8/2015,1/27/2016,,,,,
BMRMZAWCKB1002,ZAWCKB,-34.004968,23.455270,Keurboom,Western Cape,South Africa,8cm epoxy robomussel,High,1,Rocky,exposed,10/8/2015,1/27/2016,,,,,
BMRMZAWCKB1003,ZAWCKB,-34.004968,23.455270,Keurboom,Western Cape,South Africa,8cm epoxy robomussel,High,1,Rocky,exposed,10/8/2015,1/27/2016,,,,,
BMRMZAWCKB1004,ZAWCKB,-34.004968,23.455270,Keurboom,Western Cape,South Africa,8cm epoxy robomussel,High,1,Rocky,exposed,12/5/2015,1/16/2016,,,,,
BMRMZAWCKB1005,ZAWCKB,-34.004968,23.455270,Keurboom,Western Cape,South Africa,8cm epoxy robomussel,High,1,Rocky,exposed,1/23/2016,3/30/2016,,,,,
BMRMZAWCKB1006,ZAWCKB,-34.004968,23.455270,Keurboom,Western Cape,South Africa,8cm epoxy robomussel,High,1,Rocky,exposed,1/23/2016,3/30/2016,,,,,
BMRMZAWCKB1007,ZAWCKB,-34.004968,23.455270,Keurboom,Western Cape,South Africa,8cm epoxy robomussel,High,1,Rocky,exposed,3/16/2016,6/8/2016,,,,,
BMRMZAWCKB1008,ZAWCKB,-34.004968,23.455270,Keurboom,Western Cape,South Africa,8cm epoxy robomussel,High,1,Rocky,exposed,3/16/2016,6/8/2016,,,,,
BMRMZAWCKB1009,ZAWCKB,-34.004968,23.455270,Keurboom,Western Cape,South Africa,8cm epoxy robomussel,Mid,0.6,Rocky,exposed,10/8/2015,1/27/2016,,,,,
BMRMZAWCKB1010,ZAWCKB,-34.004968,23.455270,Keurboom,Western Cape,South Africa,8cm epoxy robomussel,Mid,0.6,Rocky,exposed,1/23/2016,3/30/2016,,,,,
BMRMZAWCKB1011,ZAWCKB,-34.004968,23.455270,Keurboom,Western Cape,South Africa,8cm epoxy robomussel,Mid,0.6,Rocky,exposed,1/23/2016,3/30/2016,,,,,
BMRMZAWCKB1012,ZAWCKB,-34.004968,23.455270,Keurboom,Western Cape,South Africa,8cm epoxy robomussel,Mid,0.6,Rocky,exposed,3/16/2016,6/8/2016,,,,,
BMRMZAWCKB1013,ZAWCKB,-34.004968,23.455270,Keurboom,Western Cape,South Africa,8cm epoxy robomussel,Mid,0.6,Rocky,exposed,3/16/2016,6/8/2016,,,,,
BMRMZAWCPN100,ZAWCPN,-32.80194,17.89833,Paternoster,Western Cape,South Africa,8cm epoxy robomussel,Low,N/A,Rocky,moderately exposed,6/19/2007,8/4/2007,,,,,
BMRMZAWCPN101,ZAWCPN,-32.801940,17.898330,Paternoster,Western Cape,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,6/16/2014,8/12/2014,,,,,
BMRMZAWCPN200,ZAWCPN,-32.801940,17.898330,Paternoster,Western Cape,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,6/16/2014,11/7/2014,,,,,
BMRMZAWCPN201,ZAWCPN,-32.80194,17.89833,Paternoster,Western Cape,South Africa,8cm epoxy robomussel,Low,N/A,Rocky,moderately exposed,6/19/2007,8/4/2007,,,,,
BMRMZAWCPN300,ZAWCPN,-32.801940,17.898330,Paternoster,Western Cape,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,6/30/2014,8/12/2014,,,,,
BMRMZAWCPN400,ZAWCPN,-32.801940,17.898330,Paternoster,Western Cape,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,8/12/2014,11/7/2014,,,,,
BMRMZAWCPN500,ZAWCPN,-32.801940,17.898330,Paternoster,Western Cape,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,10/10/2014,1/18/2015,,,,,
BMRMZAWCPN600,ZAWCPN,-32.801940,17.898330,Paternoster,Western Cape,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,6/16/2014,8/12/2014,,,,,
BMRMZAWCPN700,ZAWCPN,-32.801940,17.898330,Paternoster,Western Cape,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,8/12/2014,10/10/2014,,,,,
BMRMZAWCPN800,ZAWCPN,-32.801940,17.898330,Paternoster,Western Cape,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,6/17/2014,8/13/2014,,,,,
BMRMZAWCPN900,ZAWCPN,-32.801940,17.898330,Paternoster,Western Cape,South Africa,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,10/10/2014,11/7/2014,,,,,
BMRMZAWCPB1001,ZAWCPB,-34.061555,23.379823,Plettenberg,Western Cape,South Africa,8cm epoxy robomussel,High,1,Rocky,exposed,9/27/2015,11/3/2015,,,,,
BMRMZAWCPB1002,ZAWCPB,-34.061555,23.379823,Plettenberg,Western Cape,South Africa,8cm epoxy robomussel,High,1,Rocky,exposed,10/8/2015,1/27/2016,,,,,
BMRMZAWCPB1003,ZAWCPB,-34.061555,23.379823,Plettenberg,Western Cape,South Africa,8cm epoxy robomussel,High,1,Rocky,exposed,12/5/2015,1/16/2016,,,,,
BMRMZAWCPB1004,ZAWCPB,-34.061555,23.379823,Plettenberg,Western Cape,South Africa,8cm epoxy robomussel,High,1,Rocky,exposed,1/23/2016,3/30/2016,,,,,
BMRMZAWCPB1005,ZAWCPB,-34.061555,23.379823,Plettenberg,Western Cape,South Africa,8cm epoxy robomussel,High,1,Rocky,exposed,1/23/2016,3/30/2016,,,,,
BMRMZAWCPB1006,ZAWCPB,-34.061555,23.379823,Plettenberg,Western Cape,South Africa,8cm epoxy robomussel,High,1,Rocky,exposed,3/16/2016,6/8/2016,,,,,
BMRMZAWCPB1007,ZAWCPB,-34.061555,23.379823,Plettenberg,Western Cape,South Africa,8cm epoxy robomussel,High,1,Rocky,exposed,3/16/2016,6/8/2016,,,,,
BMRMZAWCPB1008,ZAWCPB,-34.061555,23.379823,Plettenberg,Western Cape,South Africa,8cm epoxy robomussel,Mid,0.6,Rocky,exposed,9/27/2015,11/3/2015,,,,,
BMRMZAWCPB1009,ZAWCPB,-34.061555,23.379823,Plettenberg,Western Cape,South Africa,8cm epoxy robomussel,Mid,0.6,Rocky,exposed,10/8/2015,1/27/2016,,,,,
BMRMZAWCPB1010,ZAWCPB,-34.061555,23.379823,Plettenberg,Western Cape,South Africa,8cm epoxy robomussel,Mid,0.6,Rocky,exposed,12/5/2015,1/16/2016,,,,,
BMRMZAWCPB1011,ZAWCPB,-34.061555,23.379823,Plettenberg,Western Cape,South Africa,8cm epoxy robomussel,Mid,0.6,Rocky,exposed,3/16/2016,6/8/2016,,,,,
